GO_ID,Term,Category,p-value,FDR,Fold Enrichment,Ratio in Study,Ratio in Population
GO:0045732,positive regulation of protein catabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0001731,formation of translation preinitiation complex,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0010498,proteasomal protein catabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006104,succinyl-CoA metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0001682,tRNA 5'-leader removal,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0036265,RNA (guanine-N7)-methylation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0051083,'de novo' cotranslational protein folding,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0016261,selenocysteine catabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0070929,trans-translation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0045974,"regulation of translation, ncRNA-mediated",BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0033384,geranyl diphosphate biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0048034,heme O biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0002136,tRNA wobble base lysidine biosynthesis,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006172,ADP biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0019686,purine nucleoside interconversion,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:1903052,positive regulation of proteolysis involved in protein catabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0106004,tRNA (guanine-N7)-methylation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0019365,pyridine nucleotide salvage,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0045911,positive regulation of DNA recombination,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0015856,cytosine transport,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006771,riboflavin metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0015816,glycine transport,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0009146,purine nucleoside triphosphate catabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006178,guanine salvage,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0000050,urea cycle,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0019309,mannose catabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0015864,pyrimidine nucleoside transport,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:2001125,negative regulation of translational frameshifting,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0046040,IMP metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0015912,short-chain fatty acid transport,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0046086,adenosine biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006168,adenine salvage,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0016070,RNA metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0046174,polyol catabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:1901891,regulation of cell septum assembly,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0033345,asparagine catabolic process via L-aspartate,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0045819,positive regulation of glycogen catabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0019988,charged-tRNA amino acid modification,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006428,isoleucyl-tRNA aminoacylation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0040033,sRNA-mediated post-transcriptional gene silencing,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0090070,positive regulation of ribosome biogenesis,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0101030,tRNA-guanine transglycosylation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:2000767,positive regulation of cytoplasmic translation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0018410,C-terminal protein amino acid modification,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0019292,L-tyrosine biosynthetic process from chorismate via 4-hydroxyphenylpyruvate,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0051258,protein polymerization,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0046687,response to chromate,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0015791,polyol transmembrane transport,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0110051,metabolite repair,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0046496,nicotinamide nucleotide metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0043487,regulation of RNA stability,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0051726,regulation of cell cycle,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006218,uridine catabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006434,seryl-tRNA aminoacylation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0010133,proline catabolic process to glutamate,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0009398,FMN biosynthetic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0009972,cytidine deamination,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006425,glutaminyl-tRNA aminoacylation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0006213,pyrimidine nucleoside metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0033215,reductive iron assimilation,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0045913,positive regulation of carbohydrate metabolic process,BP,0.13900472616068946,0.798813826336762,e,"(1, 500)","(1, 3597)"
GO:0045454,cell redox homeostasis,BP,0.14440413585404238,0.810438405481508,e,"(4, 500)","(15, 3597)"
GO:0019877,diaminopimelate biosynthetic process,BP,0.14478829981920213,0.810438405481508,e,"(2, 500)","(5, 3597)"
GO:0008610,lipid biosynthetic process,BP,0.14478829981920213,0.810438405481508,e,"(2, 500)","(5, 3597)"
GO:0019856,pyrimidine nucleobase biosynthetic process,BP,0.14478829981920213,0.810438405481508,e,"(2, 500)","(5, 3597)"
GO:0042255,ribosome assembly,BP,0.14478829981920213,0.810438405481508,e,"(2, 500)","(5, 3597)"
GO:0006857,oligopeptide transport,BP,0.14478829981920213,0.810438405481508,e,"(2, 500)","(5, 3597)"
GO:0009450,gamma-aminobutyric acid catabolic process,BP,0.14478829981920213,0.810438405481508,e,"(2, 500)","(5, 3597)"
GO:1905153,regulation of membrane invagination,BP,0.14478829981920213,0.810438405481508,e,"(2, 500)","(5, 3597)"
GO:0022900,electron transport chain,BP,0.1518393297658814,0.8471553544219403,e,"(3, 500)","(10, 3597)"
GO:0065003,protein-containing complex assembly,BP,0.18834956740096068,1.0,e,"(3, 500)","(11, 3597)"
GO:0015768,maltose transport,BP,0.1978930097301921,1.0,e,"(2, 500)","(6, 3597)"
GO:0006276,plasmid maintenance,BP,0.1978930097301921,1.0,e,"(2, 500)","(6, 3597)"
GO:0035999,tetrahydrofolate interconversion,BP,0.1978930097301921,1.0,e,"(2, 500)","(6, 3597)"
GO:0006351,DNA-templated transcription,BP,0.21445940817419373,1.0,e,"(13, 500)","(68, 3597)"
GO:0046677,response to antibiotic,BP,0.22780390603684936,1.0,e,"(17, 500)","(94, 3597)"
GO:0009245,lipid A biosynthetic process,BP,0.23847125150083984,1.0,e,"(5, 500)","(23, 3597)"
GO:0045947,negative regulation of translational initiation,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0043335,protein unfolding,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:1901642,nucleoside transmembrane transport,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0019363,pyridine nucleotide biosynthetic process,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0030490,maturation of SSU-rRNA,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0051302,regulation of cell division,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0006284,base-excision repair,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0031460,glycine betaine transport,BP,0.2527811860893207,1.0,e,"(2, 500)","(7, 3597)"
GO:0006950,response to stress,BP,0.2558843804008227,1.0,e,"(6, 500)","(27, 3597)"
GO:0044208,'de novo' AMP biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006241,CTP biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0046104,thymidine metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0019413,acetate biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0019303,D-ribose catabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0033585,L-phenylalanine biosynthetic process from chorismate via phenylpyruvate,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0014070,response to organic cyclic compound,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0042278,purine nucleoside metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006285,"base-excision repair, AP site formation",BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0015796,galactitol transmembrane transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0015829,valine transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006636,unsaturated fatty acid biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0010106,cellular response to iron ion starvation,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006426,glycyl-tRNA aminoacylation,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:1903966,monounsaturated fatty acid biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0071475,cellular hyperosmotic salinity response,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009107,lipoate biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0015970,guanosine tetraphosphate biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0007172,signal complex assembly,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0032414,positive regulation of ion transmembrane transporter activity,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006542,glutamine biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:1901381,positive regulation of potassium ion transmembrane transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009970,cellular response to sulfate starvation,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0140673,transcription elongation-coupled chromatin remodeling,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0042759,long-chain fatty acid biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009593,detection of chemical stimulus,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009454,aerotaxis,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0046653,tetrahydrofolate metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0070981,L-asparagine biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0034337,RNA folding,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006103,2-oxoglutarate metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006591,ornithine metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0106035,protein maturation by [4Fe-4S] cluster transfer,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0070716,mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006529,asparagine biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009589,detection of UV,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0098710,guanine import across plasma membrane,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0007231,osmosensory signaling pathway,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0061621,canonical glycolysis,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009448,gamma-aminobutyric acid metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0046081,dUTP catabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009249,protein lipoylation,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0035344,hypoxanthine transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009264,deoxyribonucleotide catabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0016094,polyprenol biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0000717,"nucleotide-excision repair, DNA duplex unwinding",BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0044571,[2Fe-2S] cluster assembly,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0045733,acetate catabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0071731,response to nitric oxide,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0071139,resolution of DNA recombination intermediates,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0044210,'de novo' CTP biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0043043,peptide biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009132,nucleoside diphosphate metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0046037,GMP metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0050992,dimethylallyl diphosphate biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0000413,protein peptidyl-prolyl isomerization,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0042942,D-serine transmembrane transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0000303,response to superoxide,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0071237,cellular response to bacteriocin,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0019427,acetyl-CoA biosynthetic process from acetate,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006018,2-deoxyribose 1-phosphate catabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0071230,cellular response to amino acid stimulus,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0097533,cellular stress response to acid chemical,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0032272,negative regulation of protein polymerization,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:1901875,positive regulation of post-translational protein modification,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0033359,lysine biosynthetic process via diaminopimelate and N-succinyl-2-amino-6-ketopimelate,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009255,Entner-Doudoroff pathway through 6-phosphogluconate,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0043068,positive regulation of programmed cell death,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006644,phospholipid metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0043094,cellular metabolic compound salvage,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0046256,"2,4,6-trinitrotoluene catabolic process",BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0046854,phosphatidylinositol phosphate biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0046394,carboxylic acid biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0009113,purine nucleobase biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0071288,cellular response to mercury ion,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0015969,guanosine tetraphosphate metabolic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006849,plasma membrane pyruvate transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0002937,tRNA 4-thiouridine biosynthesis,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0006183,GTP biosynthetic process,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0015818,isoleucine transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0015793,glycerol transmembrane transport,BP,0.2587204205209941,1.0,e,"(1, 500)","(2, 3597)"
GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly,BP,0.26331044515187796,1.0,e,"(4, 500)","(16, 3597)"
GO:0009058,biosynthetic process,BP,0.266901134395569,1.0,e,"(6, 500)","(28, 3597)"
GO:0008360,regulation of cell shape,BP,0.2802677980425579,1.0,e,"(9, 500)","(46, 3597)"
GO:0006166,purine ribonucleoside salvage,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0050821,protein stabilization,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0000455,enzyme-directed rRNA pseudouridine synthesis,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0006139,nucleobase-containing compound metabolic process,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0019344,cysteine biosynthetic process,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0008616,queuosine biosynthetic process,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0009239,enterobactin biosynthetic process,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0031297,replication fork processing,BP,0.30793437499911525,1.0,e,"(2, 500)","(8, 3597)"
GO:0019240,citrulline biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0046050,UMP catabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0044206,UMP salvage,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0019629,"propionate catabolic process, 2-methylcitrate cycle",BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0043164,Gram-negative-bacterium-type cell wall biogenesis,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:1902209,negative regulation of bacterial-type flagellum assembly,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0016024,CDP-diacylglycerol biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0019243,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0042150,plasmid recombination,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0009166,nucleotide catabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0035443,tripeptide transmembrane transport,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0032263,GMP salvage,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0046474,glycerophospholipid biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006571,tyrosine biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0051409,response to nitrosative stress,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006868,glutamine transport,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006226,dUMP biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0016032,viral process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0001558,regulation of cell growth,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0060567,negative regulation of termination of DNA-templated transcription,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0016260,selenocysteine biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0015886,heme transport,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006430,lysyl-tRNA aminoacylation,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0032298,positive regulation of DNA-templated DNA replication initiation,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0043488,regulation of mRNA stability,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0015882,L-ascorbic acid transmembrane transport,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0002943,tRNA dihydrouridine synthesis,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0016540,protein autoprocessing,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006566,threonine metabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0009298,GDP-mannose biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0055129,L-proline biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:1900232,negative regulation of single-species biofilm formation on inanimate substrate,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0008653,lipopolysaccharide metabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0009440,cyanate catabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0045900,negative regulation of translational elongation,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006536,glutamate metabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006424,glutamyl-tRNA aminoacylation,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:1903803,L-glutamine import across plasma membrane,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006085,acetyl-CoA biosynthetic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0031669,cellular response to nutrient levels,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0015860,purine nucleoside transmembrane transport,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006805,xenobiotic metabolic process,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0000302,response to reactive oxygen species,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0042941,D-alanine transmembrane transport,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006397,mRNA processing,BP,0.36181911029554287,1.0,e,"(1, 500)","(3, 3597)"
GO:0006090,pyruvate metabolic process,BP,0.3622204099217524,1.0,e,"(2, 500)","(9, 3597)"
GO:0043213,bacteriocin transport,BP,0.3622204099217524,1.0,e,"(2, 500)","(9, 3597)"
GO:0015990,electron transport coupled proton transport,BP,0.3622204099217524,1.0,e,"(2, 500)","(9, 3597)"
GO:0006268,DNA unwinding involved in DNA replication,BP,0.3622204099217524,1.0,e,"(2, 500)","(9, 3597)"
GO:0042128,nitrate assimilation,BP,0.36703042609217895,1.0,e,"(5, 500)","(24, 3597)"
GO:0051289,protein homotetramerization,BP,0.3729378108692034,1.0,e,"(8, 500)","(43, 3597)"
GO:0006879,intracellular iron ion homeostasis,BP,0.3950044739101054,1.0,e,"(5, 500)","(26, 3597)"
GO:0009252,peptidoglycan biosynthetic process,BP,0.40221753335162824,1.0,e,"(9, 500)","(49, 3597)"
GO:1901135,carbohydrate derivative metabolic process,BP,0.40891277481871313,1.0,e,"(3, 500)","(13, 3597)"
GO:0006071,glycerol metabolic process,BP,0.40891277481871313,1.0,e,"(3, 500)","(13, 3597)"
GO:0042026,protein refolding,BP,0.40891277481871313,1.0,e,"(3, 500)","(13, 3597)"
GO:0036506,maintenance of unfolded protein,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0015687,ferric-hydroxamate import into cell,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0015820,L-leucine transport,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0034763,negative regulation of transmembrane transport,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0009094,L-phenylalanine biosynthetic process,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0045004,DNA replication proofreading,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0006083,acetate metabolic process,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0019294,keto-3-deoxy-D-manno-octulosonic acid biosynthetic process,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0042823,pyridoxal phosphate biosynthetic process,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0019402,galactitol metabolic process,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
GO:0019448,L-cysteine catabolic process,BP,0.4506033186573204,1.0,e,"(1, 500)","(4, 3597)"
